city,zcta,pct_fully_vaccinated,pct_partially_vaccinated,pct_ge1_dose,date_of_access,source,geo_level
Long Beach,90802,53.98,8.39,62.37,2021-07-27,LHD,city
Long Beach,90803,61.13,7.8,68.93,2021-07-27,LHD,city
Long Beach,90804,46.2,7.61,53.81,2021-07-27,LHD,city
Long Beach,90805,43.1,7.31,50.42,2021-07-27,LHD,city
Long Beach,90806,47.89,8.16,56.05,2021-07-27,LHD,city
Long Beach,90807,58.71,7.66,66.37,2021-07-27,LHD,city
Long Beach,90808,59.26,7.32,66.58,2021-07-27,LHD,city
Long Beach,90810,50.36,7.34,57.7,2021-07-27,LHD,city
Long Beach,90813,38.01,7.29,45.31,2021-07-27,LHD,city
Long Beach,90814,55.62,7.22,62.83,2021-07-27,LHD,city
Long Beach,90815,59.52,11.4,70.92,2021-07-27,LHD,city
Los Angeles,90001,49.14,26.49,75.64,2021-07-27,LHD,city
Los Angeles,90002,37.67,8.63,46.31,2021-07-27,LHD,city
Los Angeles,90003,37.53,9.23,46.76,2021-07-27,LHD,city
Los Angeles,90004,56.48,8.62,65.1,2021-07-27,LHD,city
Los Angeles,90005,51.56,9.12,60.67,2021-07-27,LHD,city
Los Angeles,90006,48.13,10.11,58.24,2021-07-27,LHD,city
Los Angeles,90007,53.92,7.81,61.73,2021-07-27,LHD,city
Los Angeles,90008,45.65,7.41,53.06,2021-07-27,LHD,city
Los Angeles,90010,86.29,12.35,98.64,2021-07-27,LHD,city
Los Angeles,90011,37.71,12.81,50.52,2021-07-27,LHD,city
Los Angeles,90012,68.27,10.3,78.57,2021-07-27,LHD,city
Los Angeles,90013,63.34,20.49,83.83,2021-07-27,LHD,city
Los Angeles,90014,60.35,12.29,72.64,2021-07-27,LHD,city
Los Angeles,90015,59.33,11.68,71.01,2021-07-27,LHD,city
Los Angeles,90016,53.02,8.27,61.29,2021-07-27,LHD,city
Los Angeles,90017,48.31,11.87,60.18,2021-07-27,LHD,city
Los Angeles,90018,46.63,9.76,56.39,2021-07-27,LHD,city
Los Angeles,90019,53.37,8.59,61.96,2021-07-27,LHD,city
Los Angeles,90020,58.36,8.72,67.09,2021-07-27,LHD,city
Los Angeles,90021,75.93,19.39,95.31,2021-07-27,LHD,city
Los Angeles,90023,47.96,8.68,56.64,2021-07-27,LHD,city
Los Angeles,90024,46,5.29,51.3,2021-07-27,LHD,city
Los Angeles,90025,61.28,6.57,67.85,2021-07-27,LHD,city
Los Angeles,90026,54.38,7.47,61.85,2021-07-27,LHD,city
Los Angeles,90027,63.78,6.92,70.7,2021-07-27,LHD,city
Los Angeles,90028,59.89,9.26,69.15,2021-07-27,LHD,city
Los Angeles,90029,53.56,7.92,61.48,2021-07-27,LHD,city
Los Angeles,90031,53.1,8.01,61.11,2021-07-27,LHD,city
Los Angeles,90032,49.87,6.71,56.58,2021-07-27,LHD,city
Los Angeles,90033,47.02,7.86,54.88,2021-07-27,LHD,city
Los Angeles,90034,66.12,7.31,73.43,2021-07-27,LHD,city
Los Angeles,90035,62.17,7.98,70.16,2021-07-27,LHD,city
Los Angeles,90036,61.5,8.49,69.99,2021-07-27,LHD,city
Los Angeles,90037,40.02,11.01,51.03,2021-07-27,LHD,city
Los Angeles,90038,52.14,7.56,59.7,2021-07-27,LHD,city
Los Angeles,90039,63.13,7.11,70.24,2021-07-27,LHD,city
Los Angeles,90041,58.6,5.93,64.53,2021-07-27,LHD,city
Los Angeles,90042,54.09,6.27,60.36,2021-07-27,LHD,city
Los Angeles,90043,46.15,7.61,53.76,2021-07-27,LHD,city
Los Angeles,90044,36.45,7.6,44.05,2021-07-27,LHD,city
Los Angeles,90045,75.88,8.99,84.87,2021-07-27,LHD,city
Los Angeles,90046,59.5,7.04,66.54,2021-07-27,LHD,city
Los Angeles,90047,42.37,7.56,49.93,2021-07-27,LHD,city
Los Angeles,90048,68.09,9.72,77.8,2021-07-27,LHD,city
Los Angeles,90049,65.15,7.39,72.54,2021-07-27,LHD,city
Los Angeles,90056,64.65,7.86,72.51,2021-07-27,LHD,city
Los Angeles,90057,39.05,8.46,47.51,2021-07-27,LHD,city
Los Angeles,90058,100,46.14,100,2021-07-27,LHD,city
Los Angeles,90059,35.21,8.23,43.44,2021-07-27,LHD,city
Los Angeles,90061,41.27,8.63,49.9,2021-07-27,LHD,city
Los Angeles,90062,41.55,8.32,49.87,2021-07-27,LHD,city
Los Angeles,90063,48.06,7.37,55.43,2021-07-27,LHD,city
Los Angeles,90064,73.47,7.59,81.06,2021-07-27,LHD,city
Los Angeles,90065,57.74,6.97,64.71,2021-07-27,LHD,city
Los Angeles,90066,59.44,6.4,65.84,2021-07-27,LHD,city
Los Angeles,90067,100,16.43,100,2021-07-27,LHD,city
Los Angeles,90068,68.38,7.48,75.86,2021-07-27,LHD,city
Los Angeles,90069,71.05,8.93,79.98,2021-07-27,LHD,city
Los Angeles,90071,100,100,100,2021-07-27,LHD,city
Los Angeles,90077,69.77,8.15,77.92,2021-07-27,LHD,city
Los Angeles,90094,64.29,6.46,70.75,2021-07-27,LHD,city
Los Angeles,90230,62.89,6.57,69.47,2021-07-27,LHD,city
Los Angeles,90247,52.36,8.06,60.42,2021-07-27,LHD,city
Los Angeles,90248,53.47,6.95,60.42,2021-07-27,LHD,city
Los Angeles,90272,71.8,7.5,79.3,2021-07-27,LHD,city
Los Angeles,90290,67.15,6.23,73.38,2021-07-27,LHD,city
Los Angeles,90291,63.62,7.41,71.03,2021-07-27,LHD,city
Los Angeles,90292,71.06,7.67,78.73,2021-07-27,LHD,city
Los Angeles,90293,62.1,6.36,68.46,2021-07-27,LHD,city
Los Angeles,90402,65.9,8.01,73.91,2021-07-27,LHD,city
Los Angeles,90501,57.74,7.06,64.8,2021-07-27,LHD,city
Los Angeles,90502,60.97,7.56,68.53,2021-07-27,LHD,city
Los Angeles,90710,49.67,6.66,56.33,2021-07-27,LHD,city
Los Angeles,90717,53.27,6.53,59.81,2021-07-27,LHD,city
Los Angeles,90731,50.97,8.55,59.52,2021-07-27,LHD,city
Los Angeles,90732,51.02,6.19,57.2,2021-07-27,LHD,city
Los Angeles,90744,41.72,7.18,48.89,2021-07-27,LHD,city
Oakland,94601,57.85,7.14,65,2021-07-27,LHD,city
Oakland,94602,67.92,4.87,72.79,2021-07-27,LHD,city
Oakland,94603,48.8,6.44,55.24,2021-07-27,LHD,city
Oakland,94605,54.83,6.16,60.99,2021-07-27,LHD,city
Oakland,94606,64.76,6.06,70.82,2021-07-27,LHD,city
Oakland,94607,62.64,5.74,68.38,2021-07-27,LHD,city
Oakland,94608,64.47,5.27,69.74,2021-07-27,LHD,city
Oakland,94609,61.58,4.9,66.48,2021-07-27,LHD,city
Oakland,94610,67.55,4.76,72.31,2021-07-27,LHD,city
Oakland,94611,75.66,5.36,81.02,2021-07-27,LHD,city
Oakland,94612,75.39,7.08,82.47,2021-07-27,LHD,city
Oakland,94618,71.89,4.24,76.13,2021-07-27,LHD,city
Oakland,94619,66.56,5.44,72,2021-07-27,LHD,city
Oakland,94621,47.65,7.21,54.86,2021-07-27,LHD,city
Oakland,94704,40.98,3.72,44.7,2021-07-27,LHD,city
Oakland,94705,78.14,5.87,84.01,2021-07-27,LHD,city
San Diego,92014,70.68,19.58,90.26,2021-07-27,LHD,city
San Diego,92025,42.9,11.77,54.67,2021-07-27,LHD,city
San Diego,92027,45.17,11.47,56.64,2021-07-27,LHD,city
San Diego,92029,58.71,14.8,73.52,2021-07-27,LHD,city
San Diego,92037,76.77,22.76,99.53,2021-07-27,LHD,city
San Diego,92071,46.94,14.26,61.19,2021-07-27,LHD,city
San Diego,92101,67.22,20.7,87.92,2021-07-27,LHD,city
San Diego,92102,54.58,13.09,67.67,2021-07-27,LHD,city
San Diego,92103,100,19.24,100,2021-07-27,LHD,city
San Diego,92104,61.09,16.06,77.14,2021-07-27,LHD,city
San Diego,92105,47.43,12.24,59.67,2021-07-27,LHD,city
San Diego,92106,56.58,18.63,75.2,2021-07-27,LHD,city
San Diego,92107,52.73,14.39,67.12,2021-07-27,LHD,city
San Diego,92108,64.32,17.98,82.3,2021-07-27,LHD,city
San Diego,92109,57.47,15.07,72.54,2021-07-27,LHD,city
San Diego,92110,53.43,16.07,69.5,2021-07-27,LHD,city
San Diego,92111,53.31,13.46,66.77,2021-07-27,LHD,city
San Diego,92113,44.1,10.45,54.55,2021-07-27,LHD,city
San Diego,92114,51.85,13.9,65.75,2021-07-27,LHD,city
San Diego,92115,49.83,13.82,63.65,2021-07-27,LHD,city
San Diego,92116,60.96,16.79,77.75,2021-07-27,LHD,city
San Diego,92117,55.29,13.37,68.66,2021-07-27,LHD,city
San Diego,92118,54.71,31.51,86.22,2021-07-27,LHD,city
San Diego,92119,58.37,19.29,77.66,2021-07-27,LHD,city
San Diego,92120,60.92,18.88,79.8,2021-07-27,LHD,city
San Diego,92121,83.19,22.84,100,2021-07-27,LHD,city
San Diego,92122,65.61,15.18,80.8,2021-07-27,LHD,city
San Diego,92123,56.28,16.03,72.31,2021-07-27,LHD,city
San Diego,92124,42.75,12.11,54.86,2021-07-27,LHD,city
San Diego,92126,58.22,15.11,73.32,2021-07-27,LHD,city
San Diego,92127,61.33,17.09,78.42,2021-07-27,LHD,city
San Diego,92128,61.68,15.85,77.53,2021-07-27,LHD,city
San Diego,92129,62.5,15.71,78.21,2021-07-27,LHD,city
San Diego,92130,72.67,20.83,93.5,2021-07-27,LHD,city
San Diego,92131,69.75,18.82,88.57,2021-07-27,LHD,city
San Diego,92139,54.7,15.59,70.29,2021-07-27,LHD,city
San Diego,92154,64.01,19.93,83.94,2021-07-27,LHD,city
San Diego,92173,100,31.61,100,2021-07-27,LHD,city
San Francisco,94102,73.97,8.66,82.62,2021-07-27,LHD,city
San Francisco,94103,77.06,9.04,86.11,2021-07-27,LHD,city
San Francisco,94105,91.13,9.53,100,2021-07-27,LHD,city
San Francisco,94107,74.2,6.21,80.41,2021-07-27,LHD,city
San Francisco,94108,64.18,7.13,71.31,2021-07-27,LHD,city
San Francisco,94109,63.92,6.11,70.03,2021-07-27,LHD,city
San Francisco,94110,69.58,6.81,76.39,2021-07-27,LHD,city
San Francisco,94111,97.09,9.33,100,2021-07-27,LHD,city
San Francisco,94112,74.97,6.49,81.46,2021-07-27,LHD,city
San Francisco,94114,67.53,5.35,72.88,2021-07-27,LHD,city
San Francisco,94115,67.75,6.44,74.19,2021-07-27,LHD,city
San Francisco,94116,71.46,5.21,76.67,2021-07-27,LHD,city
San Francisco,94117,57.53,5,62.53,2021-07-27,LHD,city
San Francisco,94118,64.71,5.03,69.74,2021-07-27,LHD,city
San Francisco,94121,68.46,5.15,73.61,2021-07-27,LHD,city
San Francisco,94122,67.74,4.87,72.61,2021-07-27,LHD,city
San Francisco,94123,61.39,5.99,67.38,2021-07-27,LHD,city
San Francisco,94124,72.85,9.76,82.61,2021-07-27,LHD,city
San Francisco,94127,70.14,5.01,75.15,2021-07-27,LHD,city
San Francisco,94129,53.29,5.05,58.34,2021-07-27,LHD,city
San Francisco,94130,41.32,5.25,46.58,2021-07-27,LHD,city
San Francisco,94131,67.76,4.91,72.67,2021-07-27,LHD,city
San Francisco,94132,56.61,4.74,61.35,2021-07-27,LHD,city
San Francisco,94133,68.3,7.04,75.34,2021-07-27,LHD,city
San Francisco,94134,75.99,7.77,83.76,2021-07-27,LHD,city
San Francisco,94158,81.31,5.98,87.3,2021-07-27,LHD,city
San Jose,95002,56.47,5.83,62.31,2021-07-27,LHD,city
San Jose,95008,69.74,5.71,75.45,2021-07-27,LHD,city
San Jose,95013,78.82,15.29,94.12,2021-07-27,LHD,city
San Jose,95110,64.48,6.45,70.93,2021-07-27,LHD,city
San Jose,95111,61.71,6.8,68.51,2021-07-27,LHD,city
San Jose,95112,54.14,5.7,59.84,2021-07-27,LHD,city
San Jose,95113,100,11.63,100,2021-07-27,LHD,city
San Jose,95116,53.44,6.76,60.2,2021-07-27,LHD,city
San Jose,95117,60.32,5.91,66.24,2021-07-27,LHD,city
San Jose,95118,65.65,5.77,71.43,2021-07-27,LHD,city
San Jose,95119,70.52,5.6,76.12,2021-07-27,LHD,city
San Jose,95120,75.32,6.05,81.37,2021-07-27,LHD,city
San Jose,95121,72.3,7.04,79.34,2021-07-27,LHD,city
San Jose,95122,65.42,7.58,73,2021-07-27,LHD,city
San Jose,95123,64.35,5.63,69.98,2021-07-27,LHD,city
San Jose,95124,65.49,5.49,70.98,2021-07-27,LHD,city
San Jose,95125,67.66,5.9,73.56,2021-07-27,LHD,city
San Jose,95126,66.18,6.6,72.78,2021-07-27,LHD,city
San Jose,95127,59.12,6.32,65.44,2021-07-27,LHD,city
San Jose,95128,60.58,5.93,66.5,2021-07-27,LHD,city
San Jose,95129,74.85,5.64,80.5,2021-07-27,LHD,city
San Jose,95130,61.83,4.9,66.73,2021-07-27,LHD,city
San Jose,95131,71.11,5.96,77.07,2021-07-27,LHD,city
San Jose,95132,72.19,5.64,77.84,2021-07-27,LHD,city
San Jose,95133,72.05,6.51,78.56,2021-07-27,LHD,city
San Jose,95134,73.8,5.98,79.78,2021-07-27,LHD,city
San Jose,95135,74.59,5.69,80.28,2021-07-27,LHD,city
San Jose,95136,63.6,5.66,69.26,2021-07-27,LHD,city
San Jose,95138,66.52,5.72,72.24,2021-07-27,LHD,city
San Jose,95139,59.83,4.32,64.15,2021-07-27,LHD,city
San Jose,95148,70.51,6.1,76.6,2021-07-27,LHD,city
Chicago,60018,0.37,0.05,0.41,2021-07-27,LHD,city
Chicago,60601,67.98,10.55,78.53,2021-07-27,LHD,city
Chicago,60602,96.33,17.03,100,2021-07-27,LHD,city
Chicago,60603,100,25.19,100,2021-07-27,LHD,city
Chicago,60604,88.82,14.7,100,2021-07-27,LHD,city
Chicago,60605,65.06,6.55,71.61,2021-07-27,LHD,city
Chicago,60606,85.88,9.37,95.25,2021-07-27,LHD,city
Chicago,60607,62.68,5.34,68.03,2021-07-27,LHD,city
Chicago,60608,55.57,5.36,60.93,2021-07-27,LHD,city
Chicago,60609,47.04,6.04,53.08,2021-07-27,LHD,city
Chicago,60610,60.26,6.04,66.3,2021-07-27,LHD,city
Chicago,60611,70.73,7.97,78.69,2021-07-27,LHD,city
Chicago,60612,44.46,5.77,50.23,2021-07-27,LHD,city
Chicago,60613,66.45,6.05,72.49,2021-07-27,LHD,city
Chicago,60614,59.03,5.66,64.69,2021-07-27,LHD,city
Chicago,60615,54.77,5.29,60.06,2021-07-27,LHD,city
Chicago,60616,55.15,7.23,62.38,2021-07-27,LHD,city
Chicago,60617,37.92,6.39,44.31,2021-07-27,LHD,city
Chicago,60618,56.8,5.68,62.49,2021-07-27,LHD,city
Chicago,60619,37.31,5.2,42.5,2021-07-27,LHD,city
Chicago,60620,34.69,5.47,40.16,2021-07-27,LHD,city
Chicago,60621,30.3,5.4,35.7,2021-07-27,LHD,city
Chicago,60622,63.06,5.96,69.02,2021-07-27,LHD,city
Chicago,60623,48.56,6.16,54.72,2021-07-27,LHD,city
Chicago,60624,34,6.08,40.09,2021-07-27,LHD,city
Chicago,60625,57.84,6.12,63.96,2021-07-27,LHD,city
Chicago,60626,56.04,6.54,62.58,2021-07-27,LHD,city
Chicago,60628,35.59,5.82,41.41,2021-07-27,LHD,city
Chicago,60629,51.76,6.2,57.95,2021-07-27,LHD,city
Chicago,60630,54.42,5.32,59.74,2021-07-27,LHD,city
Chicago,60631,57.64,4.56,62.2,2021-07-27,LHD,city
Chicago,60632,54.09,5.78,59.87,2021-07-27,LHD,city
Chicago,60633,32.56,4.69,37.25,2021-07-27,LHD,city
Chicago,60634,51.49,6.11,57.6,2021-07-27,LHD,city
Chicago,60636,36.54,6.44,42.98,2021-07-27,LHD,city
Chicago,60637,38.52,4.96,43.48,2021-07-27,LHD,city
Chicago,60638,46.48,4.98,51.46,2021-07-27,LHD,city
Chicago,60639,52.41,8.22,60.63,2021-07-27,LHD,city
Chicago,60640,62.28,6.44,68.71,2021-07-27,LHD,city
Chicago,60641,54.63,6.95,61.59,2021-07-27,LHD,city
Chicago,60642,63.61,5.28,68.89,2021-07-27,LHD,city
Chicago,60643,47.31,5.76,53.06,2021-07-27,LHD,city
Chicago,60644,33.57,5.92,39.48,2021-07-27,LHD,city
Chicago,60645,54.77,7.48,62.25,2021-07-27,LHD,city
Chicago,60646,58.54,5.32,63.86,2021-07-27,LHD,city
Chicago,60647,58.72,5.92,64.64,2021-07-27,LHD,city
Chicago,60649,33.11,5,38.11,2021-07-27,LHD,city
Chicago,60651,42.51,6.47,48.99,2021-07-27,LHD,city
Chicago,60652,47.9,6.14,54.04,2021-07-27,LHD,city
Chicago,60653,38.2,5.11,43.31,2021-07-27,LHD,city
Chicago,60654,70.47,7.96,78.42,2021-07-27,LHD,city
Chicago,60655,49.65,4.04,53.69,2021-07-27,LHD,city
Chicago,60656,48.32,4.93,53.25,2021-07-27,LHD,city
Chicago,60657,65.74,5.38,71.12,2021-07-27,LHD,city
Chicago,60659,51.13,7.2,58.33,2021-07-27,LHD,city
Chicago,60660,58.76,6.4,65.16,2021-07-27,LHD,city
Chicago,60661,73.47,6.58,80.05,2021-07-27,LHD,city
Chicago,60707,14.55,2.52,17.07,2021-07-27,LHD,city
Chicago,60827,3.25,0.82,4.07,2021-07-27,LHD,city
Indianapolis,46113,38.14,37.71,41.55,2021-07-29,LHD,city
Indianapolis,46201,36.53,35.53,40,2021-07-29,LHD,city
Indianapolis,46202,58.08,55.28,61.28,2021-07-29,LHD,city
Indianapolis,46203,36.67,35.91,39.71,2021-07-29,LHD,city
Indianapolis,46204,63.33,57.53,67.23,2021-07-29,LHD,city
Indianapolis,46205,50.37,48.42,53.65,2021-07-29,LHD,city
Indianapolis,46208,42.89,41.61,45.87,2021-07-29,LHD,city
Indianapolis,46214,42.98,42.2,47.15,2021-07-29,LHD,city
Indianapolis,46217,46.6,45.95,49.58,2021-07-29,LHD,city
Indianapolis,46218,31.51,31.88,34.94,2021-07-29,LHD,city
Indianapolis,46219,42.98,42.23,46.17,2021-07-29,LHD,city
Indianapolis,46220,63.98,60.98,66.68,2021-07-29,LHD,city
Indianapolis,46221,34.57,33.23,37.55,2021-07-29,LHD,city
Indianapolis,46222,31.9,30.93,35.52,2021-07-29,LHD,city
Indianapolis,46224,38.66,37.78,43.23,2021-07-29,LHD,city
Indianapolis,46225,44.07,43.43,48.52,2021-07-29,LHD,city
Indianapolis,46226,33.28,33.69,36.72,2021-07-29,LHD,city
Indianapolis,46227,45.11,45.93,49.23,2021-07-29,LHD,city
Indianapolis,46228,52.54,51.27,55.58,2021-07-29,LHD,city
Indianapolis,46229,37.84,37.68,41.01,2021-07-29,LHD,city
Indianapolis,46231,48.56,48.21,52.19,2021-07-29,LHD,city
Indianapolis,46234,49.88,48.26,53.28,2021-07-29,LHD,city
Indianapolis,46235,31.18,32.01,34.79,2021-07-29,LHD,city
Indianapolis,46236,53.74,52.75,57.22,2021-07-29,LHD,city
Indianapolis,46237,55.72,55.53,59.55,2021-07-29,LHD,city
Indianapolis,46239,47.13,46.26,50.2,2021-07-29,LHD,city
Indianapolis,46240,62.51,60.79,65.73,2021-07-29,LHD,city
Indianapolis,46241,32.03,31.65,35.75,2021-07-29,LHD,city
Indianapolis,46250,57.96,56.77,61.28,2021-07-29,LHD,city
Indianapolis,46254,39.15,39.37,43.26,2021-07-29,LHD,city
Indianapolis,46256,56.71,54.91,59.56,2021-07-29,LHD,city
Indianapolis,46259,65.8,63.82,69.42,2021-07-29,LHD,city
Indianapolis,46260,50.29,50.27,53.62,2021-07-29,LHD,city
Indianapolis,46268,51.94,52.01,55.8,2021-07-29,LHD,city
